ID,Start_time,End_time,English,Español,Gloss
13,20978,23112,(Well) he climbs up the ladder,sube la escalera, cl.c(X):PIERNAs-ascender+por 
14,23112,23632,and plucks a pear,coge una pera,cl.m(5d):coger-fruta cl.e(C):SACO 
15,23632,24326,puts it in ...,la mete en un...,cl.m(5d):agarrar-fruta B:cl.e(C):SACO 
16,24326,25040,puts it in his apron pocket,la mete en el bolsillo del delantal,cl.m(5d):guardar-fruta B:cl.e(C):SACO 
17,25040,25614,plucks another pear,arranca otra pera,cl.m(5d):arrancar-fruta B:cl.e(C):SACO 
18,25614,26490,puts it in the apron...,la mete en el delantal...,cl.m(5d):guardar-fruta B:cl.e(C):SACO 
19,26490,29838,(way up in the) tree (top)... (there are many) pears,(En la copa del) árbol... (hay muchas) peras, ÁRBOL cl.e(5):ÁRBOL hhh PIEDRA- PERA4 PERA4(Q) cl.e(5d):PERAS-en-árbol cl.e(C):ÁRBOL-tronco 
20,29838,30607,(The man) is plucking pears,(el hombre está) cogiendo peras,B:cl.e(5d):PERAS-en-árbol cl.m(5d):coger-fruta cl.m(5d):guardar-fruta B:cl.m(5d):coger-fruta 
21,30607,32095,(and suddenly) a pear falls to the ground.,(y de repente) una pera cae al suelo.,cl.e(1):TRAIECTORIA-caer 
22,32095,33790,(The man is annoyed but continues) plucking the pears.,(El hombre se muestra molesto y sigue) cogiendo peras.,G cl.m(5d):coger+guardar-fruta cl.e(5d):delantal 
23,33790,36930,(The man) sees a goat with a bell,(El hombre) ve una cabra con cencerro,MIRAR INDX cl.e(Qa):CAMPANA cl.d(L):cuernos-forma 
24,36930,37715,approaching,(que) se acerca, cl.c(A):pezuñas-caminar 
25,37715,38195,in the distance.,a cierta distancia.,B:cl.c(A):pezuñas-caminar cl.e(1):localización-cabra 
26,38289,40599,(The man continues) plucking pears,(El hombre sigue) recogiendo peras.,cl.m(5d):coger+echar-fruta-en+saco cl.e(5h):SACO 
27,40718,43929,He climbs down the tree,Baja del árbol,cl.e(2d):PERSONA-descender+de-localización cl.e(Bh):LOCALIZACIÓN 
28,43929,45680,takes a pear,coge una pera, G:hombre cl.m(Q):coger-fruta 
29,45680,47249,unties his scarf,se saca la pañoleta del cuello,cl.m(5d):agarrar-fruta cl.m(Xc):desatar-pañoleta 
30,47249,49338,cleans the pear with it,limpia con ella la pera,B:cl.m(5d):agarrar-fruta cl.m(E):limpiar-fruta 
31,49338,51212,and leaves the fruit in a basket.,y deja la fruta en una cesta.,cl.d(5d):cesta cl.d(5):cesta ARROJAR B:cl.d(5):cesta 
32,51258,52438,He ties the scarf on his neck again.,Vuelve a ponerse la pañoleta., cl.m(Xc):atar-pañoleta 
33,52549,53335,empties the contents of the apron pocket in the basket,Vuelca el bolsillo del delantal en la cesta, cl.m(5&amp;gt;A):coger-bolsillo cl.m(A):vaciar-bolsillo 
34,53335,54039,The fruit falls,la fruta cae, cl.d(5):peras-caer+colectivo 
35,54039,55034,pears.,caen las peras., cl.e(5d):peras-caer+individual 
36,55234,59405,(There are) three baskets.,(Hay) tres cestas... hay., cl.d(5):cesta cl.d(5):cesta cl.d(5):cesta TRES HABER 
37,60514,64109,(The man) climbs up the ladder again,(El hombre) sube otra vez la escalera,OTRA-VEZ(1M) cl.c(X):PIERNAs-ascender+por 
38,64109,65840,(and continues) picking pears from the tree,(y sigue) cogiendo peras del árbol, ÁRBOL cl.m(5d&amp;gt;5):coger+guardar-fruta cl.m(5):agarrar-saco 
39,65840,69253,(and) puts them in his apron pocket.,(que) guarda en el bolsillo de su delantal., cl.d(C):bolsillo-delantal cl.m(5d&amp;gt;5):coger+guardar-fruta cl.d(C):bolsillo-delantal 
40,69875,73417,(There appears) a little blond boy wearing a hat and a scarf,(Aparece) un niño rubio con sombrero y pañoleta,HOMBRE PEQUEÑO2 RUBIO cl.d(Xa):sombrero PAÑOLETA 
41,73417,74985,Just like his father (the man on the tree),igual su padre (era el hombre del árbol), IGUAL2 PADRE(2p) INDX.AUX cl.e(1):PERSONA 
42,74985,75565,Who knows!,¡quién sabe!, G:quién-sabe 
43,75566,77922,The (child is riding) a bike,El (niño va) en bicicleta,INDX BICICLETA 
44,77922,79308,He looks up (into the tree),mira (a la cima del árbol),MIRAR 
45,79308,80171,(continues) looking,(vuelve a) mirar,MIRAR 
46,80171,81903,gets off the bike,se baja de la bicicleta , BICICLETA cl.e(2d):PERSONA-descender+de-bicicleta cl.e(Bh):BICICLETA 
47,81903,83071,looks (mischievously at the man),mira (pícaro al hombre),MIRAR 
48,83071,84319,(and looks at the baskets with) pears in front of him.,(tiene) las peras (de los cestos) delante.,PERA4 INDX 
49,84319,85231,Looks up (at the man),Mira (al hombre),MIRAR 
50,85231,86378,(continues) looking,(vuelve a) mirar y,MIRAR 
51,86378,87088,picks up a pear,coge una pera;,cl.m(5d):coger-fruta 
52,87088,88218,holds it,la sostiene,cl.m(5d):agarrar-fruta 
53,88218,89233,(but) leaves it (in the basket),(pero) la deja (en la cesta),cl.m(5d&amp;gt;5):echar-fruta 
54,89233,90574,(He makes sure that no one is looking).,(comprueba que nadie lo mira).,B:cl.m(5d&amp;gt;5):echar-fruta 
55,90574,91471,The bike (is) lying (on the floor),La bicicleta (está) acostada (en el suelo), BICICLETA cl.d(Xa):bicicleta-en-suelo 
56,91471,92015,then takes the...,coge la..., cl.m(5):coger-cesta 
57,92015,92726,he uprights the bike,levanta la bicicleta y,cl.e(Xa):BICICLETA-levantarse-cesta+referencia cl.e(Xa):CESTA 
58,92726,94768,puts the basket on the handlebar.,pone la cesta en el manillar., cl.m(A):colocar-cesta 
59,94769,95258,(checks that the man is not looking at him),(Comprueba que el hombre no le mira y), B:cl.m(A):colocar-cesta 
60,95258,96941,climbs on the bike,se sube en la bicicleta,cl.e(2b):PERSONA-ascender+a-bicicleta cl.e(B):BICICLETA 
61,96941,97560,(checks that the man is not looking at him),(comprueba que el hombre no lo ha visto y),B:cl.e(2b):PERSONA-ascender+a-bicicleta 
62,97560,98110,(and starts) pedalling,(empieza a) pedalear, BICICLETA 
63,98110,99351,into the distance.,alejándose.,cl.e(2b):PERSONA-ascender+a-bicicleta cl.e(1):BICICLETA G 
64,101086,104978,Three children on foot (come by).,(Aparecen) tres niños caminando.,HOMBRE cl.e(3):PERSONAS3-aproximarse 
65,104978,105927,one (is) waving (a tennis) [racquet],Uno (va) dándole [a una raqueta],cl.e(1):PERSONA cl.m(Xc):accionar-raqueta 
66,105927,106815,(a tennis) racquet,una raqueta,cl.m(Xc):sostener-raqueta cl.d(Ca):forma-raqueta 
67,106815,107391,(hitting) a ball,con una pelota,B:cl.m(Xc):sostener-raqueta cl.e(O):PELOTA 
68,107391,108186,attached to the racquet by a rope,conectada por una cuerda a la raqueta,B:cl.m(Xc):sostener-raqueta CUERDA 
69,108186,109290,that bounces back and forth;,que bota adelante y atrás;,B:cl.m(Xc):sostener-raqueta cl.e(O):PELOTA-botar 
70,109290,109668,By moving the racquet,al darle a la raqueta,cl.m(Xc):accionar-raqueta 
71,109668,110528,the ball bounces back and forth;,bota adelante y atrás,cl.m(Xc):sostener-raqueta cl.e(O):PELOTA-botar 
72,110528,110936,and,le das (y),cl.m(Xc):accionar-raqueta 
73,110936,111442,the ball bounces.,la pelota bota.,cl.m(Xc):sostener-raqueta cl.e(O):PELOTA-botar 
74,111442,111871,(The child continues) slamming [the ball] with the racquet,(El niño va) dándole a la raqueta,cl.m(Xc):accionar-raqueta 
75,111871,113325,(as) he walks with the other two boys.,(mientras) camina con los otros dos niños.,cl.e(2):PERSONAS2-desplazarse 
76,114222,115155,The boy that fled on the bicycle,El niño que huía en bicicleta, cl.m(A):agarrar-manillar 
77,115467,118436,(and a) girl on a bike meet,(y una) niña en bicicleta se encuentran,MUJER cl.e(Xa):BICICLETA cl.e(Xa):BICICLETA-aproximarse-bicicleta BICICLETA cl.e(Xa):BICICLETA-aproximarse-bicicleta 
78,118436,120068,(She has two) braids,(ella lleva dos) trenzas, TRENZA TRENZA 
79,120068,122016,and they are about to cross each other,están a punto de cruzarse, cl.e(Xa):BICICLETA-aproximarse-bicicleta 
80,122107,123535,The child (looks at the girl) open mouthed,el niño se queda embobado (mirando a la niña y),HOMBRE BICICLETA 
81,123535,124667,The girl with braids ,la niña (que va toda pincha) con sus trenzas ,MUJER cl.d(2p):trenzas 
82,124667,125335,slaps him,le pega un manotazo,G:manotazo 
83,125393,126839,(and) (the boy’s) hat fell off.,(que) le tira el sombrero (al niño)., cl.e(Xa):sombrero-caer 
84,126839,127710,(The boy) continues cycling ,(El niño) sigue circulando (y),cl.e(Xa):BICICLETA-desplazarse 
85,127710,128251,spellbound,(como) va embobado,cl.e(Xa):BICICLETA-desplazarse 
86,128251,130412,and hits a stone,colisiona con una piedra, PIEDRA cl.e(Xa):BICICLETA-chocar-piedra cl.e(Xa):PIEDRA 
87,130412,132154,(when) the girl disappears into the distance.,(mientras) la niña se aleja.,MUJER ALEJARSE 
88,132744,135677,The boy... the three boys approach (the blond boy),El niño las... los tres niños se acercan (al niño rubio),INDX MUJER HOMBRE PEQUEÑO2 TRES cl.e(3):PERSONAS3-aproximarse 
89,135677,136172,see (him on the floor),ven (al niño accidentado y),MIRAR 
90,136172,137115,(and) help him.,le ayudan., AYUDAR 
91,137115,138517,The blond boy (is) sitting:,El niño rubio (está) sentado:,HOMBRE RUBIO SENTAR 
92,138517,139099,"""it hurts!"" (he says)","""¡(Cómo) duele!""",DOLOR 
93,139099,139699,(He pulls) up one sock,(Lleva) el calcetín subido,cl.d(B):calcetín-subido cl.c(B):pierna 
94,139699,140421,and looks at the knee.,se mira la rodilla.,MIRAR XXX 
95,140421,141777,The sock (is) halfway (up to) the shin bone.,El calcetín (subido hasta) la mitad de la canilla., CALCETÍN2 cl.d(Bl):calcetín-subido cl.c(Bl):pierna 
96,141777,142447,"""The knee hurts"" (he says).","""(Cómo me) duele la rodilla.""",DOLOR INDX G:tocarse-rodilla 
97,142447,143038,(He is) sitting,(Está) sentado,cl.e(2d):PERSONA-sentarse cl.e(Bh):SUELO 
98,143038,143824,"""it hurts"" (a lot...)","""(Cómo) duele"" (tal...)",DOLOR G 
99,143824,144880,He rises,se levanta.,cl.e(2b):PERSONA-levantarse-suelo cl.e(Bh):SUELO 
100,144880,146563,the children help him to ,Los niños le ayudan.,INDX HOMBRE AYUDAR 
101,146631,151590,put the pears in the basket (and),Ponen las peras en la cesta (y), PERA4(2M) ARROJAR(2Msu) cl.d(5):cesta LO-DE-ANTES B:cl.d(5):cesta ARROJAR(2Msu) 
102,151590,153308,(then) place the basket (on the bike),suben la cesta (y),INDX cl.m(C):colocar-cesta 
103,153308,155247,The boy climbs on the bike,El niño se sube en la bicicleta, BICICLETA cl.e(2b):PERSONA-ascender+a-bicicleta cl.e(1):BICICLETA 
104,155248,156454,(and starts) pedalling,(empieza a) pedalear., BICICLETA 
105,156455,157378,The three boys go away,Los tres niños se van,cl.e(3):PERSONAS3-alejarse 
106,157378,160089,(The one with the racquet) continues to play with the ball,(el de la raqueta) sigue jugando con la pala de la pelotita, CONTINUAR cl.m(Xc):accionar-raqueta cl.e(O):PELOTA-botar cl.m(Cc):sostener-raqueta CONTINUAR 
107,160089,160553,(while) walking,(va) caminando (y),cl.e(1):PERSONA-alejarse 
108,160553,162569,He sees a hat on the floor.,ve el sombrero en el suelo.,MIRAR SOMBRERO(Xc) cl.e(Xa):sombrero-tirado 
109,162696,164840,(The boy with the racquet) looks at the blond boy in the distance,(El niño de la raqueta) mira al niño rubio a lo lejos,MIRAR RUBIO cl.e(1):PERSONA 
110,164952,165493,The (blond boy sees the hat),el (niño rubio lo ve), BICICLETA B:BICICLETA 
111,165790,166605,(and decides) to return.,(decide) volver., VOLVER 
112,166605,167727,He gets off the bike (and),baja de la bicicleta (y),cl.e(Xa):BICICLETA cl.e(2d):PERSONA-descender+de-bicicleta cl.e(Bh):BICICLETA 
113,167727,169149,walks (towards the boy with the racquet).,camina (hasta el niño de la raqueta).,cl.e(2b):PERSONA-aproximarse 
114,169149,170550,The (boy with the racket) gives him the hat,El (niño de la raqueta) le da el sombrero (y),INDX cl.m(Q):dar-sombrero 
115,170550,173735,The (blond boy) gives a pear for each one.,él (niño rubio) le regala una pera para cada uno.,INDX REGALAR PERA4 UNO UNO 
116,173867,174537,(and) leaves,(El niño rubio) se va:,ALEJARSE 
117,174538,175087,on his bike,monta en la bicicleta (y),cl.e(2b):PERSONA-ascender+a-bicicleta cl.e(1):BICICLETA 
118,175087,176050,Pedalling (into the distance).,(se aleja) pedaleando., BICICLETA G:alejarse 
119,176165,177040,(The three) boys walk by.,(Los tres) niños caminan,HOMBRE cl.e(3):PERSONAS3-desplazarse 
120,177040,177892,(The one with the racquet) continues to play with the ball,(el de la raqueta sigue) jugando con la raqueta.,cl.m(Xc):accionar-raqueta 
121,177892,179398,The earlier man,El hombre de antes,HOMBRE PERSONA LO-DE-ANTES cl.e(2d):PERSONA-en-árbol cl.e(5):ÁRBOL 
122,179398,180674,the fat one wearing a hat and scarf,gordo de sombrero y pañoleta, GORDO SOMBRERO PAÑOLETA 
123,180674,182118,(is) collecting pears.,(está) recogiendo peras.,G:hombre cl.m(5d):coger+guardar-fruta cl.m(5):agarrar-saco 
124,182119,183020,He climbs down the tree,Baja del árbol,AHORA cl.e(2d):PERSONA-descender+de-árbol B:cl.e(5):ÁRBOL 
125,183020,183962,and holds the apron (to empty its contents into the basket and),agarra el delantal (para vaciar su contenido en una cesta y), cl.m(A):coger-delantal 
126,183962,185025,is surprised.,se queda en blanco., MENTE-APAGADA 
127,185025,187963,"""One basket of pears has disappeared","""Ha desaparecido una cesta de peras", DESAPARECER UNO cl.d(B):cesta PERA4 
128,187963,189130,"Where is it?""","¿dónde estará?""",DÓNDE 
129,189257,189805,Looks on one side...,Mira al lado...,MIRAR 
130,189805,191352,and sees the three boys,El hombre ve pasar los tres niños,HOMBRE cl.e(3):PERSONAS3-aproximarse 
131,191352,192740,eating the fruit,comiendo la fruta,cl.m(5d):agarrar+comer-fruta 
132,192740,193996,walking past him,pasan por delante del hombre,cl.e(3):PERSONAS3-alejarse 
133,193996,194386,(The man) looks at them (but),(el hombre) los ve (y),MIRAR 
134,194386,195402,says nothing.,no dice nada.,SILENCIO 
135,203587,204872,(He lacks) proof,(Le falta) sustancia, SUSTANCIA 
136,204925,205979,(a bit) strange.,(un poco) raro.,RARO G 
1,1214,2918,Hello!,¡Hola!,HOLA 
2,2992,6796,I am going to narrate (a story) about pears,Voy a hablar de (la historia) de las peras, TEMA PERA4(Xc) DL:PERA 
3,6869,8458,I am going to narrate it.,voy a contarla.,AHORA EXPLICAR 
4,8503,12648,The scene of this story is a grove with pears,El escenario de la historia es un bosque con peras , SITUACIÓN INDX BOSQUE(M-AD) MÁS.SUMA PERA4(Xc) 
5,12703,15283,A man with a hat,Un hombre con sombrero,HOMBRE PERSONA SOMBRERO(Xc) B:SOMBRERO(Xc) 
6,15538,16870,(was) picking [pears],cogiendo [peras], COGER(2Msu) 
7,16870,18235,up in the tree.,arriba en un árbol.,INDX PERA4(Xc)- ÁRBOL 
8,18235,19063,He climbs up the ladder,Sube por la escalera,cl.e(2d):PERSONA-ascender-árbol cl.e(5):ÁRBOL 
9,19063,19548,Climbs down,baja,cl.e(2d):PERSONA-descender-árbol B:cl.e(5):ÁRBOL 
10,19548,19913,Climbs up...,sube...,cl.e(2d):PERSONA-ascender-árbol B:cl.e(5):ÁRBOL 
11,19961,21571,(There are) three baskets.,(Hay) tres cestas., CESTO cl.m(Xc):posar-cesta cl.m(Xc):posar-cesta cl.m(Xc):posar-cesta 
12,21571,22764,He continues working,Sigue trabajando, TRABAJAR CONTINUAR 
13,22764,24331,Until he,hasta (que con las) peras (que) coge (del árbol), HASTA COGER(2Msu) 
14,24331,25576,fills three (baskets) with the pears he picked from the tree.,llena las tres (cestas)., LLENAR(MP) LLENAR(MP) LLENAR(MP) 
15,25878,26372,And just then...,Casualmente...,CASUAL 
16,27913,30245,a man passes by,Viene un hombre,HOMBRE VENIR 
17,30273,30996,(The first man) sees the second one,(El primer hombre) lo ve,MIRAR 
18,30996,33629,(He was walking) with a goat,(va) con (una) cabra, CON CABRA 
19,33657,34742,He walked past with the goat on a leash,pasa con la cabra por una correa,cl.m(Xc):agarrar-correa 
20,34744,35543,Strolling along,paseando, PASEAR 
21,35543,37112,And then... [The first man] is still up,Entonces... [El hombre] sigue arriba,ENTONCES(1M) ENTONCES xxx INDX CONTINUAR 
22,37112,37940,The man (is) up in the tree,el hombre (está) en lo alto del árbol,HOMBRE cl.e(2d):PERSONA-ascender-árbol cl.e(5):ÁRBOL 
23,37940,38355,harvesting,sigue, CONTINUAR 
24,38355,39388,[the pears].,cogiendo [peras]., COGER(2Msu) 
25,39510,41400,The man walking the goat,El hombre que pasea con la cabra,HOMBRE PASEAR CON CABRA 
26,41400,42781,passed by with the leash in hand,pasa con la correa en mano,cl.m(Xc):agarrar-corea 
27,42781,43808,into the distance,hasta alejarse, HASTA cl.e(1):TRAIECTORIA-desplazarse 
28,43808,44598,(and) disappeared,(y) desaparecer,ALEJARSE 
29,44600,45587,into the distance.,se va.,cl.e(1):TRAIECTORIA-desplazarse 
30,46411,49182,Another (person) a boy,Otra (persona) un niño,OTRO xxx HOMBRE PEQUEÑO2 
31,49222,50880,on a bike,que va en bicicleta,INDX BICICLETA 
32,51394,52532,approaches,Se acerca la bicicleta,cl.e(Bl):BICICLETA-aproximarse BICICLETA 
33,52543,52924,(The child) looks (on the floor),mira (en el suelo),MIRAR 
34,52927,53427,(and) sees,descubre,DESCUBRIR 
35,53427,54631,three baskets there.,(que hay) tres cestas allí.,INDX TRES CESTO 
36,54631,55538,He looks up,Mira arriba,MIRAR 
37,55538,56100,[The man] continues (picking pears),[el hombre] continúa, CONTINUAR 
38,56100,57773,working away,trabajando, TRABAJAR 
39,57773,58384,picking pears,cogiendo peras,COGER PERA4(Xc) 
40,58384,59145,and placing them in his apron,y echándolas en el mandil,cl.m(A&amp;gt;5d):echar-peras-mandil cl.e(B):MANDIL 
41,59145,59579,(The child) looks at him,(El niño) lo mira,MIRAR 
42,59579,60000,and looks at (the baskets),mira (las cestas),MIRAR 
43,60000,60422,(and wonders whether to),(y se decide),B:MIRAR 
44,60422,61107,take [?],coge [?],COGER 
45,61107,62604,take a basket,coge una cesta, cl.m(Xc):coger-cesta 
46,62611,63925,He uprights the bike,levanta la bicicleta, BICICLETA cl.m(A):levantar-bicicleta 
47,63925,65545,puts the basket on top of the bicycle,pone la cesta encima de la bicicleta, cl.m(Xc):colocar-cesta 
48,65575,66898,(and) leaves.,(y) se va.,ALEJARSE 
49,67313,68153,pedalling,(Va) pedaleando, BICICLETA 
50,68153,69275,into the distance.,(y) se marcha.,ALEJARSE 
51,69766,71017,The man (is) working up (in the tree),El hombre (está) trabajando arriba (en el árbol),HOMBRE TRABAJAR INDX 
52,71017,71849,picking (pears),cogiendo (peras), COGER(2Msu) 
53,71849,72966,and then climbs down the tree,baja del árbol,cl.e(2d):PERSONA-descender-árbol cl.e(5):ÁRBOL 
54,73077,73929,he kneels on the ground,se arrodilla,AHORA cl.e(2b&amp;gt;2d):PERSONA-arrodillarse-suelo cl.e(5):SUELO 
55,73985,74200,You know what?,¿sabes?,SABER 
56,74200,74839,he kneels,se arrodilla,cl.e(2b&amp;gt;2d):PERSONA-arrodillarse-suelo cl.e(5):SUELO 
57,74977,77663,(and) empties the pears from his apron.,(y) vacía las peras del mandil.,cl.m(A&amp;gt;5):ARROJAR-peras cl.e:MANDIL 
58,78170,80704,(Strange he thought) I had left it here...,(Qué raro) yo la había dejado aquí...,G:incomprensión INDX.PRO:1sg LO-DE-ANTES VERDAD2 INDX.PRO:1sg G:incomprensión 
59,80704,81751,(there) were three,(Había) tres,TRES 
60,81751,83845,(There are only) two now...,(ahora hay) dos...,DOS G:incomprensión 
61,83929,85735,He rises,Se levanta,cl.e(2b):PERSONA-levantarse-suelo cl.e(B):SUELO 
62,85735,86725,leans against the tree,se apoya al árbol, ÁRBOL cl.e(2b):PERSONA-apoyarse-árbol cl.e(5):ÁRBOL 
63,86725,89029,"to think: ""Weird""","a pensar: ""Qué raro""",PENSAR RARO G:pensar 
64,89168,95623,Just then three children come by,Casualmente se acercaban los tres niños,CASUAL INDX NIÑO HOMBRE TRES PEQUEÑO2 TRES cl.e(3):PERSONAS3-aproximarse 
65,95688,97472,eating pears,comiendo peras,PERA4(Xc) cl.m(5d):agarrar+comer-pera 
66,97479,98517,(The man) looked at them,(El hombre) los miró,MIRAR 
67,98517,103621,The child on a bike yes him,El niño de antes el que se había ido en bicicleta ése,INDX LO-DE-ANTES INDX BICICLETA ALEJARSE INDX 
68,103700,105323,(Continues riding) the bike,(va en la) bicicleta, BICICLETA 
69,105323,109191,(when) another girl also on a bike approached,(cuando) se acercó otra niña también en bicicleta,MUJER OTRO MUJER PEQUEÑO2 TAMBIÉN BICICLETA cl.e(Bl):BICICLETA-aproximarse-bicicleta 
70,109281,110223,The boy cycled hooking his gaze (at the girl) ,El niño iba (embobado) mirando,MIRAR 
71,110223,110984,they approached,se acercaron,MIRAR(2M) 
72,110995,111441,[something] went wrong,[algo] falló, FALLO 
73,111441,112493,and they crashed,chocaron,INDX BATALLA 
74,112493,114071,and fell to the ground.,(y) se cayó., CAER 
75,114071,115967,The pears fell,Las peras cayeron,PERA4(Xc) cl.d(A&amp;gt;5):peras-caer 
76,115967,117566,(and) scattered on the floor.,(y) se esparcieron., DIFUNDIR 
77,117566,118829,The girl cycled into the distance.,La mujer se alejó.,MUJER ALEJARSE 
78,118829,120646,Three children came by,Aparecieron los tres niños,HOMBRE cl.e(3):PERSONAS3 PEQUEÑO2 
79,120646,121368,(and) saw (the boy on the ground),(y) vieron (al niño en el suelo),MIRAR 
80,121368,122289,This is why he fell,Por eso se había caído,MOTIVO CAER 
81,122289,123163,it was clear.,claro.,G: 
82,123163,123783,They approached the boy,Se acercaron,cl.e(3):PERSONAS3-aproximarse 
83,123783,125289,(and) helped him.,(y) ayudaron al niño., AYUDAR INDX 
84,125344,126891,The boy had fallen,El niño se había caído,HOMBRE PEQUEÑO2 CAER 
85,126891,128235,(and) the basket too,(y) el cesto se había caído., CESTO cl.e(A):CESTO-caer 
86,128235,129571,They began putting the pears back into the (basket) [that had fallen to the ground],En ese (cesto) [que se había caído] echaron las peras,LO-DE-ANTES cl.m(A&amp;gt;5d):arrojar-peras cl.e(5):CESTO 
87,129571,130804,(and when it was) full,(y cuando estuvo) lleno, cl.d(5):peras-superficie LISTO 
88,130804,132214,They put the basket in place,lo subieron otra vez (al sitio de) antes, cl.m(A):subir-cesto OTRA-VEZ(1M) LO-DE-ANTES 
89,132214,133157,on the bicycle,lo subieron a la bicicleta, cl.m(A):subir-cesto BICICLETA 
90,133157,134327,(and the boy) thanked them,(y el niño) les dio las gracias, GRACIAS INDX(B) 
91,134566,135616,The bike was ready to move,La bicicleta estuvo lista, BICICLETA LISTO 
92,135616,136143,and (the boy) left.,y se alejó.,ALEJARSE 
93,136143,136512,[One of the three children] saw a hat.,[Uno de los tres niños] encontró el sombrero.,cl.m(Q):coger-sombrero 
94,136512,137251,The boy had forgotten the hat,Se le ha olvidado el sombrero,SOMBRERO(1M) B:cl.m(Q):coger-sombrero OLVIDAR B:cl.m(Q):coger-sombrero 
95,137251,137714,and he was getting away.,y se aleja.,ALEJARSE B:cl.m(Q):coger-sombrero 
96,137717,137973,"""Wait!""","""¡Espera!""",ESPERAR2 B:cl.m(Q):coger-sombrero 
97,137973,138980,"""the hat""","""El sombrero""",cl.m(Q):elevar-sombrero 
98,138988,139853,"""Ah!""","""¡Ah!""",G:¡ah! B:cl.m(Q):elevar-sombrero 
99,139853,142451,"""They gave the hat""",Le da el sombrero., cl.m(Q):dar-sombrero SOMBRERO(Xc) G:narrador 
100,142590,145697,The child thanked them,"El niño ""Me siento agradecido""",HOMBRE G SENTIR GRACIAS G 
101,145697,148797,"""Here three pears for helping me.""","""Tres peras por haberme ayudado""",TRES PERA4(Xc) AYUDAR MOTIVO G 
102,148808,149680,He takes three (pears from the basket),Coge tres (del cesto), cl.m(5d):coger-peras TRES 
103,149680,150579,(and) gave them to the children.,(y) se las da.,DAR 
104,150611,152326,"The [other] boy receiving the pears said ""Thank You""","El [otro] niño con las peras en mano ""Gracias""",HOMBRE cl.m(Bd)sostener-peras GRACIAS(1M) B:cl.m(Bd)sostener-peras G 
105,152353,153224,(and) they leave.,(y) se va.,ALEJARSE cl.m(Bd)sostener-peras 
106,153228,154435,(The boy) distributed the pears.,Reparte las peras., cl.m(Cc):dar-peras G 
107,154520,155620,Those three children who are coming,Esos tres niños que se acercaban,INDX cl.e(3):PERSONAS3-desplazarse 
108,155620,156720,(are) the same ones as before,(son) los mismos de antes,MISMO LO-DE-ANTES 
109,156720,157824,(the ones I mentioned) before,(a los que me refería) antes, PASADO(2Msu) INDX 
110,158038,158808,The three children passed by.,Los tres niños pasaron.,cl.e(3):PERSONAS3-desplazarse 
111,158831,159929,The man followed them with his eyes,El hombre los seguía con la mirada,HOMBRE MIRAR 
112,159964,161185,He though they had stolen the pears.,piensa que ellos le robaron.,PENSAR INDX ROBAR INDX 
113,161185,163501,No (it was the) other (boy): the boy on the bicycle.,No (había sido) otro: el niño de la bicicleta.,NO OTRO2 HOMBRE BICICLETA 
114,163536,165084,The man was confused.,El hombre estaba confuso.,HOMBRE COMPLICADO 
115,165084,166660,We have come to the end,Hemos llegado al final, HASTA FIN 
116,166670,167388,Right?,¿vale?, (CNM) 
